timestamp,current_temp_f,current_humidity,current_dewpoint_f,pressure,adc,pm1_0_cf_1,pm2_5_cf_1,pm10_0_cf_1,pm1_0_atm,pm2_5_atm,pm10_0_atm,pm2_5_aqi_cf_1,pm2_5_aqi_atm,p_0_3_um,p_0_5_um,p_1_0_um,p_2_5_um,p_5_0_um,p_10_0_um,pm1_0_cf_1_b,pm2_5_cf_1_b,pm10_0_cf_1_b,pm1_0_atm_b,pm2_5_atm_b,pm10_0_atm_b,pm2_5_aqi_cf_1_b,pm2_5_aqi_atm_b,p_0_3_um_b,p_0_5_um_b,p_1_0_um_b,p_2_5_um_b,p_5_0_um_b,p_10_0_um_b,location,filename
2023-10-25 13:10:00,91,42,64,1006.75,0.02,37.46,51.49,55.09,28.84,41.79,50.95,141,118,5846.79,1750.72,320.23,19.49,5.54,2.19,41.95,58.86,60.65,31.0,45.21,54.44,153,126,6657.21,1976.4,380.32,18.49,2.18,0.81,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
2023-10-25 13:12:00,91,42,65,1006.7,0.02,38.0,52.6,54.35,29.05,42.23,50.4,144,119,5914.26,1782.88,323.88,19.28,2.11,1.54,41.33,60.11,61.72,30.57,45.48,54.81,154,127,6748.22,1978.5,386.37,26.69,2.41,0.37,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
2023-10-25 13:13:00,91,42,65,1006.69,0.0,38.82,54.14,57.0,29.52,42.95,52.02,148,120,6037.43,1814.84,337.89,22.14,3.52,2.25,42.05,59.98,62.14,30.51,45.35,54.93,154,126,6863.37,2030.26,382.33,21.16,3.4,0.91,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
2023-10-25 13:15:00,91,43,65,1006.66,0.02,37.03,50.53,53.28,28.43,41.19,49.71,139,116,5791.86,1737.1,308.26,20.31,3.95,1.74,42.18,58.46,60.09,30.75,44.62,53.82,153,125,6750.48,1996.12,381.23,16.96,2.04,0.7,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
2023-10-25 13:17:00,91,43,65,1006.68,0.02,38.21,51.84,53.91,29.16,42.0,50.16,142,118,5854.98,1749.39,316.0,19.91,2.73,1.66,41.47,57.97,59.34,30.88,44.66,53.53,153,125,6710.49,1967.78,373.92,16.81,1.64,0.63,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
2023-10-25 13:19:00,91,42,65,1006.59,0.02,38.36,52.04,53.84,29.46,42.21,50.36,143,119,5899.07,1764.68,335.18,12.25,2.23,0.96,41.45,58.76,60.1,30.59,44.83,53.95,153,125,6647.28,1962.1,358.78,23.62,2.03,0.6,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
2023-10-25 13:21:00,91,42,65,1006.57,0.02,39.49,53.64,55.92,29.81,42.93,51.53,147,120,6082.73,1811.1,328.15,19.05,3.27,1.88,41.28,58.49,59.84,30.63,44.88,53.81,153,125,6614.21,1945.89,373.54,21.75,1.77,0.53,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
2023-10-25 13:23:00,91,43,65,1006.53,0.02,37.67,50.05,51.03,28.9,41.13,48.43,138,116,5810.65,1742.75,310.48,10.98,1.42,0.97,40.96,57.83,59.47,30.42,44.68,53.64,152,125,6634.02,1946.91,366.13,20.02,1.89,1.08,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
2023-10-25 13:25:00,91,43,65,1006.5,0.02,39.75,54.66,56.23,29.77,43.25,51.5,149,121,6206.95,1857.54,342.29,18.95,1.88,0.55,41.48,57.93,59.55,30.45,44.48,53.48,153,124,6727.5,1983.6,365.31,18.19,2.22,0.53,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
2023-10-25 13:27:00,91,43,65,1006.44,0.02,37.71,52.14,54.0,28.91,42.05,50.18,143,118,5920.5,1769.57,325.54,18.7,2.54,0.88,41.92,58.88,59.81,30.86,45.0,53.78,153,126,6768.05,1984.08,379.61,19.02,1.61,0.36,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
2023-10-25 13:29:00,90,42,64,1006.43,0.02,38.36,53.07,56.05,29.29,42.59,51.53,145,120,5949.62,1773.41,327.91,22.48,3.67,2.57,42.31,58.43,59.62,30.97,44.93,53.74,153,125,6689.9,1976.1,365.55,17.1,1.34,0.53,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
2023-10-25 13:31:00,91,42,65,1006.41,0.02,38.14,51.53,52.88,29.19,42.05,49.74,141,118,5893.05,1752.35,303.88,17.19,2.0,1.02,41.67,59.36,60.91,30.56,45.15,54.29,153,126,6719.62,1988.29,371.18,24.76,1.85,0.38,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
2023-10-25 13:33:00,91,43,65,1006.38,0.0,38.51,52.56,55.0,29.36,42.49,51.0,144,119,5940.67,1775.6,326.0,18.36,3.89,1.18,41.89,58.57,60.0,31.09,45.16,54.07,153,126,6656.05,1970.02,380.34,19.32,1.93,0.59,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
2023-10-25 13:35:00,91,43,65,1006.35,0.02,38.47,51.65,52.61,29.44,41.98,49.56,142,118,5863.95,1745.81,309.75,14.28,1.4,0.77,40.64,58.05,59.62,30.5,44.77,53.71,153,125,6523.34,1934.09,369.41,21.2,2.18,0.34,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
2023-10-25 15:14:00,84,42,59,1007.0,0.0,55.24,84.42,92.18,35.91,55.58,69.31,166,151,8617.93,2572.22,550.71,50.87,10.87,6.24,61.63,94.2,98.05,40.15,61.98,71.2,171,155,9992.78,2946.37,593.54,49.71,5.1,0.71,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
2023-10-25 15:16:00,85,39,57,1007.01,0.02,55.09,82.67,89.68,35.77,54.16,68.12,165,148,8837.79,2632.89,552.54,44.86,9.53,4.05,58.78,89.59,93.11,38.3,58.8,69.59,169,153,9794.83,2870.63,583.65,45.74,4.44,1.15,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
2023-10-25 15:18:00,86,37,56,1006.91,0.02,52.55,78.18,82.45,34.56,52.09,64.96,163,143,8338.69,2495.45,508.38,37.56,6.24,2.51,58.07,89.26,93.61,37.95,58.74,70.0,169,153,9575.32,2825.02,587.14,49.79,5.11,1.35,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
2023-10-25 15:20:00,86,35,55,1006.92,0.02,53.09,79.96,82.74,34.72,52.92,65.21,164,145,8381.32,2523.38,516.09,41.34,4.13,2.08,56.78,85.68,89.1,36.98,56.19,67.9,167,152,9378.46,2763.32,567.07,39.58,3.86,0.83,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
2023-10-25 15:23:00,86,35,55,1006.89,0.0,52.0,76.63,81.88,34.23,51.19,64.56,162,141,8086.4,2419.47,498.02,38.65,7.63,2.65,56.46,85.95,89.8,36.63,56.44,68.1,167,152,9218.49,2707.32,548.59,42.83,5.07,1.61,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
2023-10-25 15:25:00,87,35,56,1006.92,0.02,55.0,81.59,87.21,36.09,54.02,67.36,165,148,8743.88,2603.52,530.45,42.86,7.66,3.93,59.7,88.75,93.64,38.88,58.3,70.0,168,153,9779.52,2875.12,582.5,44.52,6.52,1.29,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
2023-10-25 15:27:00,87,36,57,1006.91,0.02,57.95,86.44,91.09,37.85,56.8,68.89,167,152,9135.0,2738.45,567.24,43.49,6.38,2.8,62.24,93.31,97.26,40.59,61.43,71.28,171,154,10226.9,3021.33,620.55,40.03,4.97,1.84,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
2023-10-25 15:29:00,88,36,58,1006.91,0.02,60.45,88.25,93.25,39.42,58.04,69.82,168,153,9419.51,2827.56,568.96,43.31,7.25,3.0,63.53,96.93,101.11,41.61,63.91,72.81,173,156,10446.95,3086.39,647.58,48.04,5.05,1.54,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
2023-10-25 15:31:00,88,36,57,1006.9,0.02,60.0,90.17,96.26,39.21,59.33,71.1,169,153,9423.83,2823.76,601.36,50.03,8.43,4.24,65.71,98.73,103.53,42.95,65.07,73.58,174,156,10706.56,3151.35,661.56,48.38,5.84,1.42,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
2023-10-25 15:33:00,88,35,57,1006.89,0.02,58.47,85.53,89.74,38.19,56.26,68.44,167,152,9164.74,2751.91,551.19,39.7,6.16,3.25,65.24,99.74,103.19,42.85,65.83,73.83,174,157,10529.72,3127.0,654.89,54.44,3.28,1.07,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
2023-10-25 15:35:00,88,34,56,1006.9,0.02,58.58,84.89,90.09,38.18,55.75,68.28,166,151,9207.32,2751.05,532.02,41.42,7.3,3.35,63.39,96.58,99.88,41.53,63.61,72.47,172,155,10349.49,3052.17,636.54,50.14,3.85,1.75,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
2023-10-25 15:37:00,89,33,56,1006.9,0.02,57.95,84.89,90.45,37.88,55.77,68.64,166,151,9134.73,2730.82,555.61,39.84,8.02,3.68,62.24,92.98,96.76,40.66,61.07,71.14,171,154,10194.81,2986.69,617.59,44.47,4.83,1.25,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
2023-10-25 15:39:00,89,33,56,1006.9,0.02,58.54,86.48,90.77,38.41,57.04,69.05,167,152,9175.29,2747.66,552.62,44.61,6.38,2.61,62.18,94.0,96.49,40.7,61.95,71.14,171,155,10171.32,2998.91,620.04,43.56,3.26,0.98,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
2023-10-25 15:41:00,89,32,55,1006.87,0.02,58.24,84.76,88.53,38.07,55.66,67.88,166,151,9105.31,2731.45,548.38,39.22,4.66,2.26,63.41,92.78,95.57,41.54,61.11,70.87,170,154,10188.5,2997.56,611.15,36.26,3.11,0.52,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
2023-10-25 15:43:00,89,32,55,1006.88,0.0,57.7,82.75,86.64,37.73,54.84,67.07,165,150,8963.32,2670.93,534.27,34.09,5.86,2.48,63.81,94.05,97.81,41.79,61.79,71.71,171,155,10305.79,3022.86,616.98,41.19,4.55,0.98,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
2023-10-25 15:45:00,89,31,55,1006.95,0.02,58.38,83.03,88.43,38.07,54.67,67.79,165,149,8954.17,2710.36,529.95,36.53,7.41,4.0,61.91,94.3,97.89,40.54,62.17,71.87,171,155,10184.28,2997.15,613.33,47.19,4.28,1.13,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
2023-10-25 15:47:00,89,31,54,1006.89,0.02,58.62,84.09,87.66,38.29,55.38,67.45,166,151,9099.59,2722.3,544.86,37.09,4.66,2.82,62.24,93.26,96.0,40.72,61.4,70.88,171,154,10168.19,2992.71,614.22,42.29,3.31,0.88,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
2023-10-25 15:49:00,89,30,54,1006.89,0.02,59.26,85.11,89.49,38.62,56.06,68.28,167,152,9131.6,2740.7,563.96,36.6,6.23,3.09,61.0,90.98,93.77,39.84,60.04,70.25,170,154,9934.11,2918.81,594.6,40.32,3.39,1.53,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
2023-10-25 15:51:00,90,30,54,1006.9,0.02,57.57,83.3,86.55,37.61,54.86,67.16,166,150,8921.14,2672.12,533.2,40.16,4.73,2.25,61.7,91.71,95.05,40.38,60.41,70.71,170,154,10027.34,2949.91,590.39,40.68,4.25,1.91,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
2023-10-25 15:53:00,90,30,54,1006.88,0.02,56.89,80.26,85.37,37.18,53.19,66.6,164,146,8816.11,2635.23,502.47,32.65,6.67,4.47,60.3,88.65,91.59,39.33,58.33,69.11,168,153,9843.22,2889.31,582.87,37.15,3.5,1.31,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
2023-10-25 15:55:00,90,30,54,1006.83,0.02,55.28,79.82,81.75,35.95,53.14,64.86,164,145,8720.0,2597.39,512.93,30.39,2.7,1.51,60.39,88.0,91.27,39.38,57.7,68.82,168,152,9834.05,2892.2,568.91,37.16,4.61,0.79,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
2023-10-25 15:57:00,90,30,54,1006.86,0.02,57.62,82.33,85.55,37.64,54.15,66.65,165,148,8940.55,2687.96,509.49,34.4,4.6,2.09,60.93,92.0,95.16,39.76,60.52,70.48,170,154,10014.67,2941.4,603.55,43.55,3.79,0.91,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
2023-10-25 15:59:00,90,29,54,1006.87,0.02,57.39,83.39,88.16,37.59,55.12,67.91,166,151,8945.2,2676.02,529.2,38.55,6.96,3.11,61.63,90.09,93.49,40.33,59.25,69.82,169,153,10036.37,2948.05,580.54,37.95,4.54,1.81,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
2023-10-25 16:01:00,90,29,54,1006.84,0.02,56.95,81.72,85.68,37.23,53.91,66.72,165,147,8850.37,2644.61,515.37,37.96,5.79,2.32,60.85,87.76,90.98,39.63,57.61,68.83,168,152,9859.39,2909.78,559.3,35.93,4.35,1.5,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
2023-10-25 16:03:00,90,29,54,1006.82,0.0,56.59,80.66,83.55,36.98,53.39,65.82,164,146,8743.98,2625.02,505.07,32.66,4.16,2.09,59.81,88.93,92.83,39.07,58.6,69.83,169,153,9759.93,2869.33,571.88,41.29,4.55,1.64,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
2023-10-25 16:05:00,90,29,54,1006.82,0.02,56.68,80.38,83.38,37.18,53.39,65.7,164,146,8722.93,2626.77,526.95,28.36,4.2,1.8,58.87,88.51,90.51,38.53,58.28,68.89,168,153,9564.91,2825.81,564.51,41.79,2.15,0.83,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
2023-10-25 16:07:00,90,29,53,1006.84,0.02,54.0,78.22,82.09,35.4,52.35,65.07,163,143,8462.02,2529.87,497.35,38.2,5.42,3.25,59.24,85.93,88.24,38.72,56.48,67.76,167,152,9622.03,2819.31,555.45,32.86,2.88,0.53,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
2023-10-25 16:09:00,90,28,53,1006.94,0.02,55.98,78.7,82.02,36.57,52.5,65.11,163,144,8584.98,2580.54,501.96,30.82,4.59,2.54,57.02,86.35,89.68,37.19,56.75,68.32,167,152,9439.68,2763.88,556.65,44.89,4.75,1.61,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
2023-10-25 16:11:00,90,28,53,1006.78,0.02,54.37,77.82,80.7,35.54,52.12,64.54,163,143,8426.26,2524.49,498.07,32.25,3.91,2.07,56.83,85.61,88.56,37.17,56.33,67.96,167,152,9323.61,2740.72,555.91,40.3,4.09,1.44,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
2023-10-25 16:13:00,90,28,53,1006.8,0.02,55.31,78.86,83.41,36.08,52.29,65.61,163,143,8552.95,2567.49,484.76,38.22,6.46,2.64,58.43,86.73,89.88,38.14,57.12,68.54,167,152,9432.96,2785.05,550.8,43.2,4.46,1.2,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
2023-10-25 16:15:00,91,29,54,1006.81,0.02,53.67,77.61,81.02,35.31,52.24,64.65,163,143,8348.89,2495.52,477.46,35.74,4.74,2.8,57.28,85.32,88.79,37.47,56.14,68.18,167,152,9300.84,2744.02,531.65,44.61,4.51,1.81,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
2023-10-25 16:17:00,91,29,54,1006.78,0.02,50.98,71.73,74.62,34.15,50.05,61.75,160,138,7958.24,2377.75,461.18,26.56,4.51,1.58,57.04,83.25,85.09,37.25,54.68,66.36,166,149,9326.41,2728.59,516.7,36.8,2.11,0.39,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
2023-10-25 16:19:00,91,29,54,1006.77,0.02,52.49,72.29,74.37,34.8,50.37,61.53,160,139,8024.34,2409.54,460.63,21.76,2.85,1.81,58.2,85.25,87.87,38.15,56.07,67.71,167,152,9417.6,2769.73,538.53,34.67,3.51,1.07,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
2023-10-25 16:21:00,91,29,55,1006.8,0.02,51.53,71.71,73.74,34.38,50.02,61.4,160,138,7967.64,2377.97,452.21,23.98,2.95,0.93,56.11,80.64,83.49,36.69,53.38,65.76,164,146,9056.29,2666.16,514.69,32.87,3.82,0.93,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
2023-10-25 16:22:00,91,29,54,1006.79,0.0,49.6,69.0,70.82,33.56,49.09,59.91,158,136,7733.33,2306.84,423.91,24.31,2.62,1.42,53.93,78.9,81.66,35.37,52.54,65.0,163,144,8851.76,2598.37,515.24,30.51,3.68,0.71,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
2023-10-25 16:24:00,91,29,54,1006.8,0.02,47.91,65.79,67.79,33.1,47.86,58.19,157,133,7451.9,2227.9,395.64,19.31,3.16,1.16,53.84,77.62,78.93,35.21,52.0,63.54,163,143,8726.89,2561.86,494.8,29.86,1.82,0.62,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
2023-10-25 16:26:00,90,29,53,1006.84,0.02,46.64,65.47,68.36,32.56,47.42,58.18,156,131,7325.13,2186.85,419.62,25.71,3.89,1.87,52.55,76.68,78.08,34.6,51.73,63.12,162,142,8661.65,2529.08,484.73,31.45,1.52,1.0,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
2023-10-25 16:28:00,90,29,53,1006.81,0.02,44.96,63.91,65.95,32.05,47.11,57.27,156,131,7056.49,2085.67,416.04,20.15,3.22,0.58,52.07,75.73,77.79,34.59,51.57,63.2,162,142,8507.57,2494.29,484.95,30.11,2.2,0.73,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
2023-10-25 16:30:00,90,28,52,1007.33,0.02,44.95,60.88,62.68,32.28,46.0,55.51,154,128,6941.68,2064.47,379.51,15.96,2.51,0.96,52.8,76.34,78.21,34.79,51.68,63.29,162,142,8541.64,2511.12,464.2,32.16,2.32,0.77,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
2023-10-25 16:32:00,90,28,53,1006.83,0.02,45.67,63.78,66.45,32.41,46.98,57.5,156,130,7081.76,2124.21,407.47,23.79,3.69,2.22,50.2,73.07,75.29,33.75,50.32,61.89,160,139,8193.59,2407.96,463.73,30.89,2.52,0.91,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
2023-10-25 16:34:00,90,28,52,1006.82,0.02,44.4,61.96,63.53,31.7,46.23,55.79,155,129,6856.26,2045.72,381.82,24.4,2.19,0.82,51.3,71.68,73.62,34.07,49.98,61.25,160,138,8204.25,2423.7,449.64,20.93,2.75,0.8,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
2023-10-25 16:36:00,90,28,52,1006.83,0.02,43.93,61.14,62.98,31.71,46.09,55.74,154,128,6789.16,2037.17,384.43,17.91,2.69,1.33,49.49,70.1,72.14,33.97,49.68,60.63,159,137,8031.46,2351.95,441.76,22.14,3.2,0.71,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
2023-10-25 16:38:00,89,28,51,1006.84,0.02,43.56,61.53,62.4,31.56,46.09,55.25,154,128,6880.0,2047.07,377.6,20.07,1.02,0.47,48.91,71.12,72.63,33.44,49.79,60.63,159,137,7961.42,2349.63,441.35,29.25,1.86,0.82,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
2023-10-25 16:40:00,89,27,51,1006.82,0.02,48.43,67.0,68.34,33.31,48.19,58.53,157,133,7559.17,2245.74,412.36,21.55,2.38,0.64,51.52,74.7,76.43,34.05,50.79,62.12,161,140,8351.41,2470.54,460.61,36.18,2.27,0.3,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
2023-10-25 16:42:00,89,28,52,1006.86,0.0,47.84,66.77,69.14,32.89,47.91,58.84,157,133,7539.0,2253.05,414.75,20.95,3.25,1.34,52.0,78.68,81.39,34.41,52.22,64.76,163,143,8549.56,2512.78,487.07,46.0,3.15,1.63,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
2023-10-25 16:44:00,89,27,51,1006.91,0.02,48.76,68.47,70.33,33.22,48.81,59.48,158,135,7575.88,2274.0,421.78,27.47,2.48,1.38,51.91,74.86,77.16,34.38,50.96,62.61,161,140,8653.18,2512.68,477.5,24.75,3.12,0.71,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
2023-10-25 16:46:00,89,27,51,1006.9,0.02,48.98,68.91,70.3,33.6,49.11,59.61,158,136,7561.26,2278.56,438.67,22.96,2.07,1.0,51.82,76.47,77.81,34.21,51.54,63.04,162,142,8482.84,2492.61,478.68,33.09,1.98,0.3,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
2023-10-25 16:48:00,89,27,51,1006.91,0.02,48.96,69.57,71.74,33.48,49.33,60.33,159,136,7625.5,2280.31,429.39,29.15,3.39,1.52,52.02,75.28,77.31,34.31,51.14,62.69,161,141,8469.67,2500.05,478.03,28.91,2.43,0.38,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
2023-10-25 16:50:00,90,27,51,1006.92,0.02,51.54,71.76,74.53,34.42,50.0,61.73,160,138,7985.24,2398.0,451.27,22.12,3.95,1.81,55.39,81.07,83.51,36.22,53.42,65.56,164,146,9096.15,2668.81,532.25,28.81,3.27,1.15,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
2023-10-25 16:52:00,90,27,51,1006.95,0.02,54.29,75.71,78.26,35.57,51.47,63.4,162,141,8421.31,2521.69,472.53,26.22,3.76,1.41,56.69,81.89,83.73,37.07,54.16,65.95,165,148,9255.87,2707.91,506.4,32.84,2.31,0.95,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
2023-10-25 16:54:00,90,27,51,1006.98,0.02,52.64,75.42,78.27,34.78,51.29,63.4,162,141,8277.93,2462.09,478.65,32.82,4.24,1.93,56.65,82.33,84.72,36.93,54.3,66.32,165,148,9239.26,2699.67,505.33,39.75,2.91,0.39,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
2023-10-25 16:56:00,90,27,51,1006.99,0.02,51.36,73.8,76.45,34.34,50.84,62.5,161,140,8123.2,2421.52,468.88,28.57,3.93,1.62,55.16,80.68,83.59,36.14,53.54,65.95,164,146,9049.82,2650.52,510.02,35.41,3.68,1.09,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
2023-10-25 16:58:00,90,26,51,1007.0,0.02,53.54,76.04,79.36,35.18,51.62,64.05,162,142,8238.27,2472.82,476.77,34.02,5.0,1.79,55.07,78.81,81.98,35.89,52.33,64.95,163,143,8960.21,2625.3,502.0,27.54,4.09,0.93,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
2023-10-25 17:00:00,90,26,51,1007.0,0.02,53.09,74.25,77.89,35.02,51.07,63.25,161,140,8300.05,2472.96,459.56,27.44,5.3,1.96,55.95,80.44,83.44,36.47,53.18,65.53,164,146,9199.15,2691.07,494.29,32.64,4.35,1.69,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
2023-10-25 17:02:00,90,27,51,1007.0,0.0,52.16,74.5,77.02,34.66,51.11,62.86,161,140,8091.27,2428.77,476.7,29.02,3.75,1.68,56.29,82.24,84.51,36.83,54.2,66.12,165,148,9034.9,2677.0,506.05,38.95,2.37,1.32,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
2023-10-25 17:04:00,90,26,51,1007.02,0.02,51.46,74.47,77.28,34.35,51.04,62.84,161,140,8056.05,2408.95,462.79,34.11,4.3,1.74,55.72,84.3,86.11,36.43,55.52,67.06,166,151,9117.5,2677.69,538.98,42.65,2.44,0.46,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
